update,mode,buffer_size,mean_regret_candidates,valid_fraction,mean_buffer_score,time_s
273,es_step,4000,0.0000,1.000,-0.0572,2.55
274,replay,4000,0.1446,1.000,-0.0575,0.60
275,replay,4000,0.2692,1.000,-0.0575,0.60
276,replay,4000,0.1632,1.000,-0.0574,0.60
277,replay,4000,0.0515,1.000,-0.0578,0.60
278,replay,4000,0.2560,1.000,-0.0577,0.60
279,replay,4000,0.1714,1.000,-0.0576,0.60
280,replay,4000,0.2625,1.000,-0.0577,0.60
281,replay,4000,0.1338,1.000,-0.0573,0.60
282,es_step,4000,0.0000,1.000,-0.0573,2.55
283,es_step,4000,0.0000,1.000,-0.0573,2.55
284,replay,4000,0.1055,1.000,-0.0578,0.60
285,replay,4000,0.1380,1.000,-0.0579,0.60
286,replay,4000,0.2387,1.000,-0.0576,0.60
287,replay,4000,0.1592,1.000,-0.0579,0.60
288,replay,4000,0.3599,1.000,-0.0575,0.60
289,replay,4000,0.1523,1.000,-0.0582,0.60
290,replay,4000,0.1680,1.000,-0.0584,0.60
291,replay,4000,0.1431,1.000,-0.0585,0.60
292,es_step,4000,0.0063,1.000,-0.0584,2.56
293,replay,4000,0.0696,1.000,-0.0591,0.60
294,replay,4000,0.0483,1.000,-0.0594,0.60
295,replay,4000,0.3439,1.000,-0.0596,0.60
296,replay,4000,0.3575,1.000,-0.0595,0.60
297,es_step,4000,0.0000,1.000,-0.0594,2.56
298,replay,4000,-0.0363,1.000,-0.0600,0.60
299,es_step,4000,0.0000,1.000,-0.0599,3.11
300,replay,4000,0.0573,1.000,-0.0604,0.60
301,replay,4000,0.2439,1.000,-0.0603,0.60
302,es_step,4000,0.0000,1.000,-0.0601,2.53
303,replay,4000,-0.0161,1.000,-0.0604,0.60
304,es_step,4000,0.0000,1.000,-0.0603,2.53
305,replay,4000,0.3079,1.000,-0.0603,0.60
306,replay,4000,0.1119,1.000,-0.0607,0.59
307,replay,4000,0.1889,1.000,-0.0605,0.60
308,replay,4000,0.1483,1.000,-0.0611,0.59
309,replay,4000,0.3096,1.000,-0.0607,0.59
310,replay,4000,0.0883,1.000,-0.0610,0.59
