update,mode,buffer_size,mean_regret_candidates,valid_fraction,mean_buffer_score,time_s
448,es_step,4000,0.0928,1.000,0.0151,1.10
449,replay,4000,0.1089,1.000,0.0148,0.59
450,replay,4000,0.0554,1.000,0.0146,0.60
451,replay,4000,0.1209,1.000,0.0145,0.60
452,replay,4000,0.0920,1.000,0.0143,0.60
453,replay,4000,0.1679,1.000,0.0146,0.60
454,replay,4000,0.2523,1.000,0.0148,0.59
455,replay,4000,0.1634,1.000,0.0151,0.59
456,replay,4000,0.1620,1.000,0.0152,0.60
457,replay,4000,0.1392,1.000,0.0149,0.60
458,replay,4000,0.1201,1.000,0.0152,0.60
459,es_step,4000,0.0695,1.000,0.0152,1.10
460,replay,4000,-0.0399,1.000,0.0149,0.60
461,replay,4000,0.1917,1.000,0.0152,0.60
462,es_step,4000,0.1105,1.000,0.0152,1.10
463,replay,4000,0.2030,1.000,0.0155,0.60
464,es_step,4000,0.0539,1.000,0.0155,1.10
465,replay,4000,-0.0359,1.000,0.0150,0.60
466,replay,4000,0.2253,1.000,0.0152,0.60
467,replay,4000,0.2104,1.000,0.0151,0.59
468,replay,4000,0.0186,1.000,0.0147,0.60
469,replay,4000,0.0837,1.000,0.0146,0.60
470,replay,4000,0.1128,1.000,0.0149,0.60
471,replay,4000,0.1256,1.000,0.0149,0.60
472,es_step,4000,0.0791,1.000,0.0149,1.10
473,replay,4000,0.1966,1.000,0.0152,0.60
474,replay,4000,0.0512,1.000,0.0151,0.59
475,es_step,4000,0.0373,1.000,0.0151,1.10
476,replay,4000,0.1350,1.000,0.0149,0.59
477,es_step,4000,0.0734,1.000,0.0149,1.10
478,replay,4000,0.0678,1.000,0.0149,0.60
479,es_step,4000,0.0811,1.000,0.0149,1.10
480,replay,4000,0.1563,1.000,0.0146,0.59
481,replay,4000,0.0965,1.000,0.0145,0.59
482,replay,4000,0.1068,1.000,0.0147,0.59
483,replay,4000,0.1066,1.000,0.0146,0.60
484,replay,4000,0.2022,1.000,0.0144,0.60
485,replay,4000,0.0989,1.000,0.0144,0.60
486,replay,4000,0.0670,1.000,0.0140,0.59
487,replay,4000,0.0649,1.000,0.0137,0.60
488,replay,4000,0.2499,1.000,0.0136,0.60
489,replay,4000,0.0532,1.000,0.0136,0.60
490,replay,4000,0.0895,1.000,0.0137,0.59
491,replay,4000,0.0652,1.000,0.0138,0.60
492,replay,4000,0.1664,1.000,0.0140,0.60
493,replay,4000,0.1494,1.000,0.0142,0.59
494,replay,4000,0.0830,1.000,0.0138,0.60
495,es_step,4000,0.1015,1.000,0.0138,1.10
496,es_step,4000,0.0979,1.000,0.0138,1.10
497,replay,4000,0.1341,1.000,0.0136,0.60
498,replay,4000,0.0568,1.000,0.0140,0.60
499,replay,4000,0.2785,1.000,0.0145,0.60
500,replay,4000,0.1752,1.000,0.0143,0.60
501,replay,4000,0.0314,1.000,0.0142,0.60
502,replay,4000,0.1176,1.000,0.0143,0.60
503,replay,4000,0.2208,1.000,0.0143,0.60
504,es_step,4000,0.0451,1.000,0.0143,1.10
505,replay,4000,-0.1632,1.000,0.0141,0.59
506,es_step,4000,0.0862,1.000,0.0141,1.10
507,replay,4000,0.1874,1.000,0.0142,0.60
508,es_step,4000,0.0873,1.000,0.0143,1.10
509,replay,4000,0.0545,1.000,0.0141,0.60
510,replay,4000,0.0468,1.000,0.0138,0.60
511,replay,4000,-0.0982,1.000,0.0137,0.60
512,replay,4000,0.2981,1.000,0.0140,0.60
513,replay,4000,0.1356,1.000,0.0137,1.22
514,replay,4000,0.2340,1.000,0.0138,0.60
